sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,decile_score,two_year_recid,days_in_jail,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,age_cat_encoded
Female,53,Greater than 45,Caucasian,0,0,0,4,-1.0,F,Poss Contr Subst W/o Prescript,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,52,Greater than 45,Caucasian,0,0,0,3,-2.0,M,Battery,9,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,38,25 - 45,Hispanic,0,0,0,20,-1.0,F,Battery on Law Enforc Officer,9,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Female,29,25 - 45,African-American,0,0,0,3,-1.0,F,Possession of Cocaine,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,45,Greater than 45,African-American,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,20,Less than 25,African-American,0,0,2,0,0.0,F,Possession of Cocaine,5,1,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,25,25 - 45,Caucasian,0,1,0,9,-1.0,F,Burglary Dwelling Occupied,9,1,87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,African-American,0,0,0,2,-1.0,M,Battery,7,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,57,Greater than 45,Caucasian,0,0,0,1,-4.0,F,Possession of Cocaine,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,54,Greater than 45,Hispanic,0,0,0,5,149.0,F,Burglary Conveyance Unoccup,5,0,93,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,27,25 - 45,African-American,0,0,0,1,-3.0,F,arrest case no charge,2,0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,African-American,0,0,0,7,0.0,F,Burglary Conveyance Unoccup,9,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,Hispanic,0,0,0,0,-1.0,F,Possession of Cocaine,5,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,20,Less than 25,African-American,0,0,0,0,-3.0,F,Possession of Cannabis,6,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,41,25 - 45,African-American,0,0,0,4,-1.0,F,Child Abuse,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,49,Greater than 45,African-American,0,0,0,11,-1.0,M,Viol Prot Injunc Repeat Viol,5,1,32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,29,25 - 45,African-American,0,0,0,2,-1.0,F,Traffic Counterfeit Cred Cards,4,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,0,0,0,-1.0,M,Battery,4,0,45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,39,25 - 45,Caucasian,0,1,0,11,-1.0,F,Felony Petit Theft,6,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,African-American,0,0,0,0,-1.0,F,Burglary Unoccupied Dwelling,5,0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,38,25 - 45,Caucasian,0,0,0,0,-1.0,F,Child Abuse,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,33,25 - 45,African-American,0,0,0,2,-1.0,F,Robbery W/Firearm,9,1,28,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,African-American,0,0,0,3,-20.0,M,Viol Pretrial Release Dom Viol,8,1,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,22,Less than 25,Caucasian,0,2,0,3,-1.0,F,Possession of Cannabis,8,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,26,25 - 45,African-American,0,0,0,4,-1.0,F,Driving While License Revoked,9,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,37,25 - 45,African-American,0,0,0,3,-1.0,F,arrest case no charge,1,0,29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,31,25 - 45,Caucasian,0,0,0,1,-1.0,M,Battery,5,1,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,31,25 - 45,Caucasian,0,0,0,2,-28.0,F,Possession of Cocaine,4,1,27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,40,25 - 45,Caucasian,0,0,0,4,0.0,M,Driving Under The Influence,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,23,Less than 25,African-American,0,0,0,2,72.2,M,Giving False Crime Report,9,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,41,25 - 45,African-American,0,0,0,14,0.0,F,Possession of Cocaine,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,28,25 - 45,African-American,0,0,0,2,-1.0,F,arrest case no charge,2,0,125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,African-American,0,0,0,3,-1.0,F,Grand Theft in the 3rd Degree,7,0,106,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,63,Greater than 45,African-American,0,0,0,6,-1.0,F,arrest case no charge,3,0,24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,58,Greater than 45,Caucasian,0,0,0,3,-1.0,F,Felony Battery w/Prior Convict,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,33,25 - 45,Asian,0,0,0,0,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,31,25 - 45,Hispanic,0,0,0,0,-1.0,M,DUI Property Damage/Injury,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,29,25 - 45,African-American,0,0,0,1,-1.0,F,Stalking (Aggravated),8,0,40,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,39,25 - 45,Other,0,0,0,0,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,25,25 - 45,African-American,0,0,1,2,-1.0,F,Possession Burglary Tools,9,0,274,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,47,Greater than 45,Caucasian,0,0,0,28,-1.0,F,Felony Committing Prostitution,9,1,117,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,29,25 - 45,African-American,0,0,0,1,7.0,F,arrest case no charge,5,0,179,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,20,Less than 25,Other,1,0,0,1,-21.0,F,arrest case no charge,4,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Female,35,25 - 45,African-American,0,0,0,7,-1.0,F,Driving While License Revoked,2,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,29,25 - 45,African-American,0,0,0,0,-1.0,M,Posses/Disply Susp/Revk/Frd DL,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,45,Greater than 45,Hispanic,0,0,0,0,0.0,M,Criminal Mischief Damage <$200,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Female,32,25 - 45,Hispanic,0,0,0,0,-3.0,F,Possession of Cocaine,2,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,African-American,0,0,0,3,0.0,F,Possession of Cannabis,4,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,32,25 - 45,Caucasian,0,0,0,2,-23.4,M,Driving License Suspended,6,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,38,25 - 45,African-American,0,0,0,0,-1.0,F,Cruelty Toward Child,3,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,30,25 - 45,Asian,0,0,0,6,-1.0,M,Battery,3,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,28,25 - 45,Caucasian,0,0,0,1,-1.0,F,Aggravated Assault W/dead Weap,4,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,33,25 - 45,African-American,0,0,1,12,-1.0,M,Battery,9,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,25,25 - 45,African-American,0,0,0,7,258.0,F,Grand Theft in the 3rd Degree,10,0,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,34,25 - 45,African-American,0,0,0,12,0.0,F,Leaving the Scene of Accident,6,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,43,25 - 45,Caucasian,0,0,0,4,0.0,F,Burglary Dwelling Occupied,5,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,Caucasian,0,0,0,0,-1.0,F,Possession of Cocaine,10,0,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,31,25 - 45,African-American,1,1,1,12,-1.0,M,Resist/Obstruct W/O Violence,8,1,40,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,52,Greater than 45,African-American,0,0,0,0,0.0,M,Battery,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,35,25 - 45,African-American,0,1,0,14,-1.0,M,Battery,8,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,47,Greater than 45,Caucasian,0,0,0,2,-6.0,M,Driving License Suspended,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,21,Less than 25,Caucasian,0,0,0,5,-10.0,F,Poss Pyrrolidinovalerophenone,8,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,32,25 - 45,Caucasian,0,0,0,6,-29.0,M,Battery,5,0,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,Other,0,0,0,0,-1.0,F,Burglary Unoccupied Dwelling,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,47,Greater than 45,African-American,0,0,0,1,0.0,M,Battery,4,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,49,Greater than 45,Caucasian,0,0,0,2,-1.0,F,Possession of Cocaine,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,20,Less than 25,African-American,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,8,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,33,25 - 45,African-American,0,0,0,3,-1.0,M,Driving License Suspended,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,31,25 - 45,African-American,0,0,0,0,-1.0,M,Possession of Cocaine,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,33,25 - 45,African-American,0,0,0,10,0.0,F,Possession of Cocaine,9,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,51,Greater than 45,African-American,0,0,0,0,-1.0,F,Possession of Cocaine,4,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,25,25 - 45,African-American,0,0,0,0,0.0,F,Felony Battery (Dom Strang),4,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,45,Greater than 45,African-American,0,0,0,5,230.0,F,Felony/Driving Under Influence,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,22,Less than 25,African-American,0,0,0,2,-22.0,F,Possession Of Alprazolam,4,1,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,30,25 - 45,Caucasian,3,0,0,4,0.0,F,Aggrav Battery w/Deadly Weapon,4,1,96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,29,25 - 45,Caucasian,0,0,0,1,-16.2,F,Burglary Conveyance Unoccup,5,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,African-American,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,4,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,25,25 - 45,African-American,0,0,0,1,-1.0,F,Aggrav Battery w/Deadly Weapon,5,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,35,25 - 45,African-American,0,0,0,4,-0.2,M,Poss Of Controlled Substance,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,54,Greater than 45,Other,0,0,0,2,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
Male,30,25 - 45,Hispanic,0,1,0,14,-79.0,F,Battery on Law Enforc Officer,4,1,55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Female,38,25 - 45,Caucasian,0,0,0,2,-1.0,M,Battery,3,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,21,Less than 25,African-American,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,6,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,25,25 - 45,African-American,0,0,0,1,188.0,F,arrest case no charge,3,0,37,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,50,Greater than 45,African-American,0,0,0,0,-6.0,M,,8,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,36,25 - 45,Caucasian,0,0,0,0,-1.0,F,False Imprisonment,1,0,24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,53,Greater than 45,Hispanic,0,0,0,1,-1.0,F,Lewd or Lascivious Molestation,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,37,25 - 45,Caucasian,0,0,0,0,-1.0,F,Felony Battery (Dom Strang),3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,28,25 - 45,Other,0,0,0,1,-1.0,F,Felony Driving While Lic Suspd,3,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,41,25 - 45,Hispanic,0,0,0,9,-1.0,F,arrest case no charge,2,0,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Female,32,25 - 45,Hispanic,0,0,0,1,-3.0,F,arrest case no charge,2,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,39,25 - 45,African-American,0,0,0,1,-1.0,M,arrest case no charge,4,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,African-American,0,0,1,2,-1.0,M,Possess Cannabis/20 Grams Or Less,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,22,Less than 25,African-American,0,0,0,0,-1.0,F,Burglary Dwelling Occupied,4,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,46,Greater than 45,Hispanic,0,0,0,15,-11.8,F,Uttering a Forged Instrument,6,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,33,25 - 45,African-American,0,0,0,4,-1.0,F,Possession of Cocaine,10,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,21,Less than 25,Caucasian,0,3,1,3,-1.0,M,Battery,7,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,24,Less than 25,Caucasian,0,0,0,0,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,33,25 - 45,Other,0,0,0,0,-1.0,F,arrest case no charge,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,33,25 - 45,Hispanic,0,0,0,0,-1.2,M,Disorderly Conduct,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,31,25 - 45,African-American,2,0,0,6,-1.0,F,Felony Battery (Dom Strang),6,0,25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,33,25 - 45,African-American,0,0,0,5,-1.0,F,Aggravated Assault W/Dead Weap,7,0,186,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,60,Greater than 45,African-American,0,0,0,15,-38.0,F,Felony Battery (Dom Strang),4,1,38,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,41,25 - 45,Caucasian,0,0,0,3,-1.0,F,Driving While License Revoked,5,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,24,Less than 25,Caucasian,0,0,0,0,0.0,M,Battery,5,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,25,25 - 45,African-American,0,0,0,2,-1.0,M,Battery,2,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,51,Greater than 45,Caucasian,0,0,0,4,-11.0,F,arrest case no charge,3,0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,31,25 - 45,Caucasian,0,0,0,2,-16.0,M,Resist/Obstruct W/O Violence,3,1,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,33,25 - 45,Hispanic,0,0,0,0,0.0,F,Aggravated Battery / Pregnant,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,39,25 - 45,Caucasian,0,0,0,6,-1.0,F,arrest case no charge,6,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,48,Greater than 45,African-American,0,0,0,0,0.0,M,Battery,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,28,25 - 45,Hispanic,0,0,0,16,-1.0,F,Possession Of Heroin,10,1,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,Other,0,0,0,0,0.0,F,Felony Battery (Dom Strang),3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Male,25,25 - 45,African-American,0,0,0,4,-170.0,M,Operating W/O Valid License,5,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,43,25 - 45,Caucasian,0,0,0,2,-1.0,F,arrest case no charge,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,29,25 - 45,Caucasian,0,0,0,0,-3.0,F,Possession of Cocaine,7,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,20,Less than 25,African-American,0,1,2,1,0.0,M,Battery,5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,30,25 - 45,African-American,0,0,0,4,326.0,F,Possession of Cocaine,3,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,African-American,0,3,0,5,-46.2,F,Burglary Structure Unoccup,9,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,32,25 - 45,Caucasian,0,0,0,2,0.0,F,Aggravated Assault W/dead Weap,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,34,25 - 45,Other,0,0,0,0,0.0,M,Battery,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,21,Less than 25,Hispanic,0,0,0,0,0.0,F,"Deliver 3,4 Methylenediox",7,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,52,Greater than 45,African-American,0,0,0,1,-21.0,M,arrest case no charge,1,0,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,24,Less than 25,African-American,0,0,0,0,-1.0,F,Battery on Law Enforc Officer,3,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,32,25 - 45,African-American,0,0,0,5,-1.0,F,Aggravated Assault W/dead Weap,7,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,24,Less than 25,African-American,0,0,0,0,-3.0,F,Corrupt Public Servant,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,28,25 - 45,African-American,0,0,0,5,0.0,F,Driving While License Revoked,5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,37,25 - 45,Hispanic,0,0,0,0,-2.0,M,Battery,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Female,32,25 - 45,African-American,0,0,0,2,-43.0,F,"Poss3,4 Methylenedioxymethcath",2,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,Hispanic,0,0,0,0,0.0,F,arrest case no charge,5,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Female,38,25 - 45,Caucasian,0,0,0,2,-35.0,F,Possession of Cocaine,5,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,48,Greater than 45,African-American,0,0,0,0,0.0,F,Felony Battery (Dom Strang),1,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,59,Greater than 45,African-American,0,0,0,17,-189.0,F,Fail Register Career Offender,4,0,178,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,36,25 - 45,African-American,0,0,0,9,-1.0,F,Driving While License Revoked,4,0,57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,35,25 - 45,African-American,0,0,0,2,-95.0,F,Poss Pyrrolidinovalerophenone,2,1,31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,24,Less than 25,African-American,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,38,25 - 45,Caucasian,0,0,0,2,-1.0,M,Battery,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,22,Less than 25,African-American,0,0,0,1,-1.0,F,Burglary Unoccupied Dwelling,7,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,23,Less than 25,African-American,0,0,1,1,-1.0,F,Possession Burglary Tools,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,22,Less than 25,Caucasian,0,0,0,1,-8.0,F,Aggravated Assault w/Firearm,4,0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,53,Greater than 45,Caucasian,0,0,0,0,0.0,M,Resist/Obstruct W/O Violence,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,27,25 - 45,African-American,0,0,0,3,-1.0,M,arrest case no charge,3,0,37,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,26,25 - 45,Caucasian,0,0,1,3,-4.0,M,Petit Theft $100- $300,4,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,54,Greater than 45,African-American,0,0,0,0,-1.0,F,Aggravated Assault W/Dead Weap,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,33,25 - 45,Other,0,0,0,2,0.0,F,Child Abuse,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Female,42,25 - 45,African-American,0,0,0,1,-1.0,F,Possession Of Amphetamine,2,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,52,Greater than 45,Hispanic,0,0,0,0,-1.0,M,Battery,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Male,25,25 - 45,Hispanic,0,0,0,0,-1.0,F,Poss Contr Subst W/o Prescript,7,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,19,Less than 25,Hispanic,2,0,0,2,-2.0,F,arrest case no charge,8,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,58,Greater than 45,Caucasian,0,0,0,1,-1.0,F,Fel Drive License Perm Revoke,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
