age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,is_recid,c_charge_desc
54,0,0,0,0,-1.0,0,Battery
29,4,0,0,0,-1.0,1,False Ownership Info/Pawn Item
59,0,0,0,0,-2.0,0,DUI Property Damage/Injury
38,0,0,0,0,0.0,0,Tampering With Physical Evidence
22,2,0,0,0,49.0,1,Possession of Cocaine
29,4,0,0,0,-53.0,1,arrest case no charge
27,1,0,0,0,-1.0,1,Opert With Susp DL 2nd Offens
26,7,0,0,0,-1.0,1,Aggravated Assault W/Dead Weap
52,20,0,0,0,-1.0,0,False Bomb Report
66,33,0,0,0,0.0,1,Crimin Mischief Damage $1000+
27,2,0,0,0,0.0,0,Possession of Cocaine
51,1,0,0,0,-1.0,0,DUI Property Damage/Injury
35,1,0,0,0,0.0,0,arrest case no charge
26,1,0,0,0,,0,Tampering With Physical Evidence
52,4,0,0,0,-1.0,0,Battery
35,12,0,0,0,-54.0,0,Susp Drivers Lic 1st Offense
48,12,0,0,0,0.0,0,Aggravated Assault w/Firearm
26,0,0,0,0,-1.0,0,Battery
48,0,0,0,0,0.0,0,Leave Accd/Attend Veh/Less $50
30,7,0,0,0,-1.0,0,Battery
28,2,0,0,0,-1.0,0,Battery
33,2,0,0,0,0.0,0,Battery
34,6,0,0,0,-1.0,0,Burglary Conveyance Unoccup
25,0,0,0,0,0.0,0,Possess Cannabis/20 Grams Or Less
59,10,0,0,0,-1.0,1,arrest case no charge
29,5,0,0,0,-1.0,1,Poss Contr Subst W/o Prescript
24,0,0,0,0,0.0,0,Possession of Cocaine
48,1,0,0,0,-1.0,1,Agg Battery Grt/Bod/Harm
55,0,0,0,0,61.0,1,Battery
52,4,0,0,0,0.0,0,Fail Register Vehicle
20,0,0,0,0,0.0,1,Possession of Ethylone
25,4,0,0,0,-5.0,1,Possession of Cocaine
24,0,0,0,0,-1.0,0,Agg Battery Grt/Bod/Harm
23,0,0,0,0,-1.0,0,Battery
27,6,0,1,3,-1.0,1,Felony Battery (Dom Strang)
25,1,0,1,0,-1.0,1,Battery
31,0,0,0,0,-1.0,0,Trespassing/Construction Site
25,6,0,1,0,-1.0,1,arrest case no charge
32,1,0,0,0,-7.0,1,arrest case no charge
21,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
37,1,0,0,0,-1.0,0,Crim Use of Personal ID Info
25,0,0,0,0,0.0,0,Possession of Cannabis
32,20,1,1,0,0.0,0,arrest case no charge
35,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
42,14,0,0,0,-1.0,1,Drivg While Lic Suspd/Revk/Can
24,9,0,0,1,-23.0,1,Viol Injunct Domestic Violence
22,6,1,0,4,168.0,1,Possession of Cocaine
21,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
47,1,0,0,0,0.0,0,Battery
27,5,0,0,0,-1.0,1,Aggrav Battery w/Deadly Weapon
43,2,0,0,0,-12.0,1,DUI Level 0.15 Or Minor In Veh
46,2,0,0,0,-1.0,1,Possession Of Alprazolam
44,1,0,0,0,0.0,0,Reckless Driving
27,0,0,0,0,,0,Consp Traff Oxycodone 28g><30k
23,2,0,0,0,-1.0,0,Possession of Cannabis
50,1,0,0,0,,0,Unemployment Compensatn Fraud
42,8,0,0,0,-1.0,0,arrest case no charge
58,6,0,0,0,-1.0,0,Felony Petit Theft
26,3,0,0,1,-1.0,1,Grand Theft (Motor Vehicle)
48,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
39,3,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
21,3,0,2,0,0.0,1,arrest case no charge
63,1,0,0,0,-9.0,0,DUI Property Damage/Injury
22,3,0,1,0,-11.0,1,arrest case no charge
50,3,0,0,0,-1.0,0,Battery
38,0,0,0,0,-1.0,0,Burglary Dwelling Assault/Batt
41,1,0,0,0,-6.0,0,Sexual Battery / Vict 12 Yrs +
28,16,8,0,1,-1.0,1,Aggravated Battery / Pregnant
30,0,0,0,0,0.0,0,Battery
23,1,0,0,0,0.0,0,Agg Fleeing and Eluding
25,2,0,0,0,-13.0,1,arrest case no charge
40,5,0,0,0,0.0,0,Neglect Child / No Bodily Harm
24,8,0,0,0,0.0,0,Possession of Cannabis
27,5,0,0,0,0.0,1,Criminal Mischief Damage <$200
44,11,0,0,0,0.0,0,Battery
35,6,0,0,0,-1.0,1,arrest case no charge
42,0,0,0,0,0.0,0,Battery
38,15,0,0,0,0.0,1,Drivg While Lic Suspd/Revk/Can
26,4,0,0,0,0.0,0,Possession of Cannabis
25,0,0,0,0,-1.0,0,Resist/Obstruct W/O Violence
24,1,0,0,0,,0,arrest case no charge
64,1,0,0,0,-8.0,0,Aggravated Assault
49,2,0,0,0,0.0,1,Driving Under The Influence
50,5,0,0,0,-1.0,1,Driving While License Revoked
28,8,0,0,0,162.0,1,arrest case no charge
66,0,0,0,0,0.0,1,Battery
46,0,0,0,0,-1.0,0,Battery
30,5,0,0,1,-1.0,1,Driving While License Revoked
22,0,0,0,0,0.0,0,Battery
23,1,0,0,0,-1.0,0,arrest case no charge
30,0,0,0,0,-1.0,1,Battery
24,10,1,0,0,75.0,1,arrest case no charge
31,0,0,0,0,-1.0,0,DUI Property Damage/Injury
31,1,0,0,0,-1.0,0,arrest case no charge
21,4,4,0,0,622.0,1,arrest case no charge
28,4,0,0,0,747.0,1,arrest case no charge
25,0,0,0,0,-1.0,1,Disorderly Conduct
21,0,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
27,0,0,0,0,-1.0,0,Battery
20,0,0,0,0,-1.0,1,Possess Cannabis/20 Grams Or Less
32,1,0,0,0,-27.0,0,Possession of Cocaine
24,0,0,0,1,0.0,0,Burglary Unoccupied Dwelling
20,1,1,0,0,-1.0,0,arrest case no charge
31,3,0,0,0,-20.0,1,Viol Pretrial Release Dom Viol
27,3,0,0,0,-1.0,1,Battery
59,17,0,0,0,-65.0,1,Grand Theft in the 3rd Degree
40,0,0,0,0,-1.0,0,Aggravated Assault w/Firearm
22,11,0,0,0,0.0,1,Possession of Cocaine
38,1,0,0,0,-1.0,0,Robbery / No Weapon
36,1,0,0,0,-8.0,1,Petit Theft $100- $300
30,1,0,0,0,0.0,0,Possess Cannabis/20 Grams Or Less
27,6,0,0,0,-1.0,1,arrest case no charge
43,1,0,0,0,,0,Battery
59,0,0,0,0,0.0,0,Driving Under The Influence
37,2,0,0,0,-2.0,0,DUI Level 0.15 Or Minor In Veh
28,5,0,0,0,0.0,1,Felony Battery (Dom Strang)
38,0,0,0,0,0.0,0,Possession of Cocaine
22,0,0,0,1,-1.0,1,Att Burgl Unoccupied Dwel
43,1,0,0,0,-44.0,0,Operating W/O Valid License
25,4,0,0,0,-1.0,1,Grand Theft Firearm
51,0,0,0,0,0.0,0,DUI Level 0.15 Or Minor In Veh
30,6,0,0,0,,1,Possession of Cocaine
29,2,0,0,0,29.0,1,Felony Battery (Dom Strang)
28,10,0,0,0,0.0,0,Driving While License Revoked
26,6,0,0,0,,0,Possess Cannabis/20 Grams Or Less
55,9,0,0,0,0.0,1,arrest case no charge
23,3,0,0,0,-1.0,0,Poss Contr Subst W/o Prescript
22,0,0,0,0,-1.0,0,Failure To Pay Taxi Cab Charge
19,2,0,0,0,-2.0,1,Possession of Cocaine
31,1,0,0,0,-27.0,0,Battery
29,0,0,0,0,0.0,0,DUI Level 0.15 Or Minor In Veh
61,15,0,0,0,-1.0,1,Felony Petit Theft
24,4,0,0,0,-175.0,1,Possession of Cocaine
31,0,0,0,0,0.0,0,Operating W/O Valid License
20,4,0,1,1,-1.0,1,arrest case no charge
26,3,0,0,0,-1.0,1,Burglary Conveyance Occupied
27,5,0,0,0,0.0,0,Battery
25,1,0,0,0,-1.0,0,Aggravated Assault w/Firearm
23,3,0,2,0,-1.0,1,Manslaughter W/Weapon/Firearm
38,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
27,18,0,2,1,0.0,1,Felony Petit Theft
35,0,0,0,0,0.0,1,Resist Officer w/Violence
22,0,0,0,0,-1.0,0,Grand Theft (Motor Vehicle)
58,4,0,0,0,-14.0,1,"Poss 3,4 MDMA (Ecstasy)"
57,0,0,0,0,-1.0,1,Disorderly Conduct
21,0,0,0,1,-1.0,0,Use Scanning Device to Defraud
22,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
30,0,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
24,1,0,0,0,-38.0,1,arrest case no charge
22,2,0,0,0,-40.0,1,Battery on Law Enforc Officer
29,3,0,0,0,-61.0,1,Aggrav Stalking After Injunctn
30,8,0,0,0,-1.0,1,Possession of Cocaine
31,10,0,0,0,-1.0,0,Driving While License Revoked
45,1,0,0,0,0.0,0,Felony Driving While Lic Suspd
23,4,0,0,0,320.0,0,arrest case no charge
39,2,0,0,0,-13.0,1,False Ownership Info/Pawn Item
31,0,0,0,0,-1.0,1,Possession of Cocaine
22,1,0,0,0,-1.0,1,Burglary Structure Unoccup
27,9,0,0,0,-68.0,1,Arson II (Vehicle)
27,13,0,0,0,-1.0,1,arrest case no charge
38,1,0,0,0,-1.0,1,Crimin Mischief Damage $1000+
31,23,0,0,0,0.0,1,Poss Pyrrolidinovalerophenone
47,20,0,0,0,-1.0,0,Tamper With Witness/Victim/CI
22,3,0,1,0,-1.0,0,arrest case no charge
35,1,0,0,1,-1.0,1,Battery
23,2,0,0,0,-19.0,1,Possess Cannabis/20 Grams Or Less
65,2,0,0,0,-18.0,1,Violation of Injunction Order/Stalking/Cyberstalking
35,0,0,0,0,-1.0,0,Fail To Obey Police Officer
33,0,0,0,0,-1.0,0,Grand Theft (Motor Vehicle)
53,1,0,0,0,-10.0,0,Battery
52,0,0,0,0,-1.0,0,Driving While License Revoked
21,0,0,0,0,-1.0,0,Obstruct Fire Equipment
37,11,0,0,0,-1.0,0,Aggravated Battery / Pregnant
30,4,0,0,0,-1.0,1,Reckless Driving
33,5,0,0,0,-32.0,0,arrest case no charge
31,2,0,0,0,,0,Assault
54,0,0,0,0,0.0,0,Grand Theft (Motor Vehicle)
31,0,0,0,0,0.0,0,Battery
59,2,0,0,0,26.0,0,Grand Theft in the 3rd Degree
27,0,0,0,0,-1.0,0,Possession of Cocaine
36,0,0,0,0,-1.0,1,Battery
46,17,0,0,0,-1.0,1,arrest case no charge
22,3,0,0,1,0.0,0,arrest case no charge
28,0,0,0,0,-1.0,0,DUI Property Damage/Injury
34,15,0,0,1,-4.0,1,Grand Theft in the 3rd Degree
29,7,0,0,0,-2.0,1,Driving While License Revoked
23,2,0,0,1,0.0,1,Battery
27,3,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
21,0,0,0,1,-1.0,1,Att Tamper w/Physical Evidence
48,3,0,0,0,-3.0,1,Grand Theft in the 3rd Degree
30,15,0,0,0,210.0,1,Poss Cocaine/Intent To Del/Sel
32,2,0,0,0,-43.0,0,"Poss3,4 Methylenedioxymethcath"
31,5,0,0,0,-1.0,0,arrest case no charge
36,4,0,1,0,-1.0,0,Battery
36,1,0,0,0,,0,Battery
44,14,0,0,0,-1.0,1,Felony Driving While Lic Suspd
53,2,0,0,0,-2.0,0,Deliver Alprazolam
33,3,0,0,0,-1.0,1,Driving License Suspended
21,2,1,0,0,-306.0,0,arrest case no charge
33,4,0,0,0,236.0,1,arrest case no charge
47,2,0,0,0,0.0,1,Possession of Cocaine
57,20,0,0,0,0.0,1,Possession of Cocaine
28,2,0,0,0,-1.0,0,arrest case no charge
24,1,0,0,0,-1.0,0,Battery
44,1,0,0,0,-1.0,0,Unauth Poss ID Card or DL
46,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
37,6,0,0,0,0.0,0,Child Abuse
26,10,0,0,0,-6.0,1,arrest case no charge
27,10,0,1,0,0.0,1,Driving While License Revoked
40,1,0,0,0,-1.0,0,Manufacture Cannabis
60,9,0,0,0,0.0,1,arrest case no charge
53,1,0,0,0,-6.0,0,arrest case no charge
26,8,0,1,0,-52.0,0,Attempted Robbery Firearm
28,0,0,0,0,-1.0,0,Felony Driving While Lic Suspd
23,0,0,0,0,0.0,0,Driving Under The Influence
46,2,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
23,0,0,0,0,-1.0,1,False Ownership Info/Pawn Item
37,5,0,0,0,,1,Aggravated Battery / Pregnant
44,1,0,0,1,,0,Fail To Secure Load
50,18,0,0,0,-1.0,1,Driving While License Revoked
45,0,0,0,0,-1.0,0,Driving Under The Influence
22,1,0,0,0,-1.0,0,arrest case no charge
26,1,0,0,0,0.0,1,arrest case no charge
62,0,0,0,0,-1.0,0,Battery on a Person Over 65
34,0,0,0,0,0.0,1,DUI Property Damage/Injury
24,1,0,0,0,-6.0,0,Burglary Structure Unoccup
21,0,0,0,0,-1.0,0,Battery
25,0,0,0,0,-1.0,1,Felony Battery
68,0,0,0,0,-1.0,0,Disorderly Conduct
41,2,0,0,0,-47.0,0,DUI Property Damage/Injury
21,1,0,0,0,-1.0,0,arrest case no charge
37,1,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
22,0,0,0,0,0.0,0,Pos Cannabis W/Intent Sel/Del
38,11,0,0,0,-268.0,1,arrest case no charge
42,1,0,0,0,-1.0,0,arrest case no charge
22,1,0,1,1,-1.0,1,arrest case no charge
45,0,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
36,4,0,0,0,-1.0,1,Neglect Child / No Bodily Harm
48,2,0,0,0,0.0,0,Fel Drive License Perm Revoke
45,1,0,0,0,-106.0,0,arrest case no charge
23,6,0,0,1,-1.0,1,Grand Theft in the 3rd Degree
24,0,0,0,0,0.0,0,Deliver Cannabis
29,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
24,0,0,0,0,-3.0,0,Battery on Law Enforc Officer
50,11,0,0,0,0.0,0,Manufacture Cannabis
34,10,0,1,0,0.0,1,arrest case no charge
23,0,0,0,0,0.0,0,Grand Theft in the 3rd Degree
22,0,0,0,0,-1.0,0,Leaving Acc/Unattended Veh
36,0,0,0,0,-1.0,0,Child Abuse
30,22,0,0,0,-1.0,1,Possession of Cocaine
21,0,0,0,0,-1.0,1,Deliver Cocaine 1000FT Church
53,0,0,0,0,0.0,0,Possession of Cocaine
24,1,0,0,0,-37.0,0,Possession of Cocaine
25,7,0,1,1,-1.0,1,arrest case no charge
25,1,0,0,0,0.0,0,arrest case no charge
71,8,0,0,0,-1.0,0,Driving While License Revoked
39,10,0,4,0,-1.0,0,arrest case no charge
37,0,0,0,0,0.0,0,Possession of Cocaine
20,0,0,0,2,0.0,1,Possession of Cocaine
29,3,0,0,0,-1.0,0,Possession of Cocaine
22,2,0,0,0,-1.0,1,Possession of Cocaine
26,4,0,0,0,-1.0,1,Aggravated Assault w/Firearm
35,5,0,0,0,,0,arrest case no charge
47,19,0,0,0,-1.0,1,Possession of Cocaine
21,1,0,0,0,-1.0,1,Possession of Cannabis
23,0,0,0,0,-1.0,0,Battery
20,1,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
23,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
27,3,0,0,0,0.0,0,DUI Level 0.15 Or Minor In Veh
55,18,0,0,0,-47.0,1,arrest case no charge
53,0,0,0,0,0.0,0,Felony Driving While Lic Suspd
23,0,0,0,0,-1.0,1,Aggrav Battery w/Deadly Weapon
26,5,0,0,1,-1.0,1,Grand Theft (Motor Vehicle)
25,6,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
23,2,0,0,0,-1.0,0,Driving Under The Influence
27,4,0,0,0,0.0,1,Pos Cannabis W/Intent Sel/Del
26,2,0,0,0,-106.0,0,Battery
29,1,0,0,0,-1.0,0,Susp Drivers Lic 1st Offense
27,1,0,0,0,-1.0,1,Aggravated Assault W/Dead Weap
28,0,0,0,0,-1.0,0,Possession of Hydromorphone
31,0,0,0,0,-1.0,0,Battery
41,8,0,0,0,-29.0,1,Possession of Cocaine
25,0,0,0,0,-2.0,0,DUI Level 0.15 Or Minor In Veh
47,0,0,0,0,-1.0,0,Leave Acc/Attend Veh/More $50
37,4,0,0,0,-1.0,0,Driving While License Revoked
35,4,0,0,0,-1.0,0,Aggravated Assault W/Dead Weap
24,1,0,0,0,0.0,1,Battery
21,2,0,2,1,-1.0,1,Grand Theft (Motor Vehicle)
22,0,0,0,0,0.0,1,Burglary Conveyance Unoccup
57,11,0,0,0,-1.0,0,Possession of Cocaine
48,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
36,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
37,3,0,0,0,-1.0,0,Resist Officer w/Violence
31,0,0,0,0,0.0,0,Battery
22,1,0,1,0,-1.0,1,False Ownership Info/Pawn Item
31,2,0,0,0,0.0,0,DUI Property Damage/Injury
24,0,0,0,0,-1.0,1,Burglary Conveyance Unoccup
32,22,0,0,1,0.0,1,arrest case no charge
23,0,0,0,0,-1.0,0,Battery
63,0,0,0,0,-1.0,0,DUI Level 0.15 Or Minor In Veh
30,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
26,2,0,0,0,-38.0,1,Possession of Cocaine
48,2,0,0,0,,0,Battery
20,0,0,0,2,-1.0,0,Grand Theft in the 3rd Degree
24,1,0,0,0,0.0,1,Battery
36,1,0,0,0,-1.0,0,Susp Drivers Lic 1st Offense
83,0,0,0,0,0.0,0,Battery
28,2,0,0,0,0.0,0,Pos Cannabis W/Intent Sel/Del
36,3,0,0,0,-1.0,1,Driving While License Revoked
33,0,0,0,0,-1.0,0,Simulation of Legal Process
39,0,0,0,0,0.0,0,Driving While License Revoked
29,3,0,0,0,0.0,0,Driving Under The Influence
30,17,0,0,0,-4.0,1,arrest case no charge
19,1,1,1,0,140.0,1,Operating W/O Valid License
24,1,0,0,0,-1.0,1,arrest case no charge
36,11,0,0,0,-79.0,0,arrest case no charge
29,1,0,0,0,,0,Burglary Conveyance Unoccup
35,7,0,0,0,-1.0,0,Possession of Cannabis
24,0,0,0,1,-1.0,0,Driving While License Revoked
26,0,0,0,0,773.0,0,Leave Acc/Attend Veh/More $50
26,8,0,0,0,-1.0,0,arrest case no charge
52,7,0,0,0,,0,Petit Theft
28,14,0,0,0,-1.0,1,Fleeing or Eluding a LEO
32,0,0,0,0,-1.0,0,Viol Prot Injunc Repeat Viol
32,1,0,0,0,-1.0,1,Battery
33,5,0,0,0,0.0,1,Susp Drivers Lic 1st Offense
29,16,0,1,0,-1.0,0,Possession of Cocaine
34,1,0,0,0,-1.0,1,Defrauding Innkeeper
37,0,0,0,0,-1.0,1,Battery
43,0,0,0,0,0.0,0,Battery
47,2,0,0,0,-3.0,0,Tamper With Witness/Victim/CI
25,3,0,0,0,0.0,1,Battery
23,1,0,0,0,-1.0,0,arrest case no charge
39,2,0,0,0,-1.0,1,Battery
35,13,0,0,0,-1.0,1,Possession of Cocaine
33,0,0,0,0,-1.0,0,arrest case no charge
21,0,0,0,0,-1.0,1,Grand Theft of a Fire Extinquisher
43,20,1,0,0,0.0,0,Driving While License Revoked
25,3,0,1,1,-1.0,1,Fighting/Baiting Animals
48,25,1,0,0,-1.0,1,arrest case no charge
22,1,0,0,1,28.0,1,Battery
52,9,1,0,0,-1.0,1,Battery
26,5,0,0,0,-1.0,1,Possession of Cocaine
67,4,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
34,4,0,0,0,-1.0,0,arrest case no charge
56,4,0,0,0,-1.0,1,Disorderly Intoxication
28,1,0,0,0,-1.0,1,Possession of Cannabis
29,2,0,0,0,-1.0,0,Battery
24,0,0,0,0,,1,
37,6,0,0,0,-1.0,1,Felony Petit Theft
43,3,0,0,0,-1.0,0,Aggrav Battery w/Deadly Weapon
51,0,0,0,0,-1.0,0,Burglary Dwelling Occupied
20,1,0,0,1,-2.0,1,Possess Cannabis/20 Grams Or Less
26,4,0,0,0,0.0,1,Viol Injunct Domestic Violence
39,1,0,0,0,-1.0,1,Battery
21,1,0,0,1,-1.0,0,arrest case no charge
21,1,0,1,1,-1.0,1,Att Burgl Conv Occp
24,3,0,2,0,-1.0,1,Driving While License Revoked
26,4,0,1,0,-1.0,1,Battery
48,1,0,0,0,0.0,0,Possession of Cocaine
24,5,0,1,0,-1.0,1,Pos Cannabis W/Intent Sel/Del
26,0,0,0,0,0.0,0,Possession of Cocaine
46,0,0,0,0,-1.0,0,Possession of Cocaine
30,1,0,0,0,,0,Petit Theft $100- $300
24,7,0,1,1,-1.0,0,Battery
21,0,0,0,0,-1.0,0,Possess Cannabis/20 Grams Or Less
24,1,0,0,0,-1.0,1,arrest case no charge
30,1,0,0,0,,0,arrest case no charge
36,9,0,0,0,0.0,0,Disorderly Intoxication
30,5,0,0,0,-1.0,1,Deliver Cocaine
22,1,0,0,0,-23.0,0,Possession Of Alprazolam
25,0,0,0,0,-1.0,1,Depriv LEO of Protect/Communic
31,25,0,3,0,-1.0,1,Resist/Obstruct W/O Violence
24,0,0,0,0,-1.0,0,Robbery Sudd Snatch No Weapon
39,13,0,0,0,-1.0,1,Burglary Conveyance Unoccup
46,0,0,0,0,-1.0,0,Delivery of 5-Fluoro PB-22
48,5,0,0,0,,1,Open Carrying Of Weapon
30,4,0,0,0,-5.0,0,Burglary Unoccupied Dwelling
40,0,0,0,0,0.0,0,Battery on a Person Over 65
52,0,0,0,0,-1.0,0,Aggravated Assault w/Firearm
23,3,1,0,1,-1.0,0,Grand Theft Firearm
26,1,0,0,0,-1.0,0,Battery
22,1,0,1,0,-1.0,1,Grand Theft in the 3rd Degree
42,3,0,0,0,0.0,0,Possession of Cocaine
23,6,0,3,1,-1.0,1,Burglary Conveyance Unoccup
33,4,0,0,0,-1.0,1,Pos Cannabis For Consideration
28,1,0,0,0,-1.0,0,arrest case no charge
37,4,0,0,0,,0,Susp Drivers Lic 1st Offense
50,1,0,0,0,-1.0,1,Crim Use of Personal ID Info
38,25,0,0,1,-172.0,1,Assault
32,1,0,0,0,-1.0,0,arrest case no charge
24,3,0,0,0,-1.0,1,Burglary Conveyance Unoccup
51,3,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
19,1,0,0,0,-1.0,1,Battery
32,4,0,0,0,0.0,0,arrest case no charge
31,1,0,0,0,-22.0,1,Possession of Cocaine
29,1,0,0,0,7.0,0,arrest case no charge
43,0,0,0,0,-1.0,0,Battery
26,9,0,0,0,-1.0,1,Driving While License Revoked
27,0,0,0,0,-1.0,1,Uttering Forged Bills
52,1,0,0,0,-1.0,1,Burglary Conveyance Unoccup
27,1,0,0,0,-1.0,0,Expired DL More Than 6 Months
57,1,0,0,0,-1.0,0,Battery
28,3,0,0,0,-1.0,1,arrest case no charge
32,3,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
27,5,0,0,0,0.0,1,Expired DL More Than 6 Months
45,0,0,0,0,-1.0,1,Stalking
42,0,0,0,0,0.0,0,Driving Under The Influence
33,0,0,0,0,-1.0,1,Felony Driving While Lic Suspd
26,4,0,0,0,-52.0,1,Battery
28,3,0,0,1,-1.0,0,Battery
53,0,0,0,0,-1.0,0,DUI Property Damage/Injury
24,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
28,1,0,0,0,-9.0,0,Possession Burglary Tools
28,1,0,0,0,-1.0,0,Felony Battery (Dom Strang)
39,6,0,0,1,-1.0,1,Disorderly Conduct
22,1,0,0,0,0.0,1,Possession of Cocaine
46,2,0,0,0,0.0,1,Grand Theft in the 3rd Degree
25,0,0,0,0,0.0,0,Battery
52,1,0,0,0,-5.0,0,arrest case no charge
28,4,0,0,0,-1.0,1,Battery
57,1,0,0,0,-4.0,1,Possession of Cocaine
49,3,0,0,0,-1.0,1,arrest case no charge
21,2,0,0,0,-1.0,1,Possession of Cocaine
32,19,0,0,0,-1.0,1,Possession of Cocaine
63,3,0,0,0,-1.0,0,Trespass Structure/Conveyance
29,2,0,0,0,0.0,0,False Imprisonment
46,0,0,0,0,0.0,0,Battery
23,5,0,0,0,-45.0,1,arrest case no charge
28,10,0,0,0,-1.0,1,Battery
27,1,0,0,0,-3.0,0,arrest case no charge
69,0,0,0,0,0.0,0,DUI - Enhanced
47,0,0,0,0,-1.0,0,Battery
45,1,0,0,0,-1.0,0,Sex Offender Fail Comply W/Law
33,1,0,0,0,0.0,0,Battery
27,0,0,0,0,0.0,1,Battery
47,4,0,0,0,-58.0,1,Battery Emergency Care Provide
32,14,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
24,2,0,0,0,-1.0,0,Crim Use of Personal ID Info
26,5,0,0,0,-1.0,1,Felony Driving While Lic Suspd
47,0,0,0,0,-4.0,0,Battery
25,1,0,0,0,-1.0,0,Possession of Cocaine
21,1,0,0,0,-1.0,0,Possession of Cocaine
25,2,0,0,0,-1.0,1,Battery
22,6,1,1,0,-1.0,1,arrest case no charge
26,0,0,0,0,-1.0,0,Possession Of Alprazolam
20,0,0,0,0,-1.0,0,Pos Cannabis W/Intent Sel/Del
30,1,0,0,0,-1.0,1,Battery
45,0,0,0,0,-3.0,1,Possession of Morphine
33,7,0,0,0,0.0,1,Possession of Cocaine
35,2,0,0,0,-1.0,0,Child Abuse
41,5,0,0,0,-1.0,0,Felony Driving While Lic Suspd
23,0,0,0,0,0.0,0,Viol Injunct Domestic Violence
21,0,0,1,0,-1.0,1,Driving Under The Influence
54,0,0,0,0,-1.0,0,Possession of Cocaine
27,10,0,0,0,-1.0,1,arrest case no charge
22,0,0,0,0,-4.0,0,Disorderly Conduct
21,0,0,0,0,-1.0,1,Battery
23,2,0,0,0,-1.0,1,Pos Cannabis W/Intent Sel/Del
30,1,0,0,0,-9.0,0,Battery
36,5,0,0,0,-20.0,1,Viol Injunct Domestic Violence
24,2,0,0,0,48.0,1,Possession of Cocaine
29,10,0,0,1,-1.0,1,Deliver Cannabis
54,4,0,0,0,-1.0,1,Battery
22,2,0,0,0,-1.0,1,Battery
38,2,0,0,0,-64.0,0,"Poss3,4 Methylenedioxymethcath"
26,0,0,0,0,-1.0,1,Battery
20,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
56,0,0,0,0,,0,
52,6,0,0,0,0.0,1,Battery
29,0,0,0,0,-1.0,0,Sale/Del Counterfeit Cont Subs
23,6,0,0,0,-18.0,0,Operating W/O Valid License
35,1,0,0,0,-1.0,0,arrest case no charge
32,8,0,0,0,-4.0,1,Felony Petit Theft
21,1,0,0,0,-18.0,1,Battery
25,0,0,0,0,-1.0,0,Burglary Structure Unoccup
32,5,0,1,0,,1,Battery
30,4,0,0,0,-1.0,1,Battery
30,3,0,0,0,-1.0,0,Introduce Contraband Into Jail
23,2,0,0,0,-1.0,1,arrest case no charge
32,8,1,0,0,-2.0,1,Burglary Dwelling Occupied
52,1,0,0,0,-111.0,0,Possession Child Pornography
29,6,0,0,0,-1.0,1,arrest case no charge
42,0,0,0,0,0.0,0,Lve/Scen/Acc/Veh/Prop/Damage
21,0,0,0,1,0.0,1,Possession Burglary Tools
36,4,0,0,0,110.0,1,arrest case no charge
22,0,0,0,0,-2.0,0,Battery
45,2,0,0,0,-1.0,0,Sex Battery Deft 18+/Vict 11-
29,0,0,0,0,-1.0,0,Posses/Disply Susp/Revk/Frd DL
54,2,0,0,0,,0,Robbery / No Weapon
30,6,0,0,0,-1.0,1,arrest case no charge
51,17,0,0,0,0.0,0,DUI Blood Alcohol Above 0.20
45,20,0,0,0,0.0,1,Driving While License Revoked
27,3,0,0,0,88.0,1,Burglary Conveyance Armed
24,1,0,0,0,190.0,1,arrest case no charge
24,2,0,0,0,-27.0,0,Possession Of Alprazolam
23,2,0,0,0,-1.0,0,Battery
42,2,0,0,0,496.0,0,Crim Attempt/Solicit/Consp
36,5,0,0,0,-1.0,0,Possession of Cocaine
38,8,0,1,0,,1,Battery
69,0,0,0,0,-1.0,0,Battery
21,1,0,0,1,-4.0,1,arrest case no charge
